Name_Description	GTEX-1117F-0226-SM-5GZZ7	GTEX-1117F-0426-SM-5EGHI	GTEX-1117F-0526-SM-5EGHJ
ENSG00000196890.4_HIST3H2BB	5	2	0
ENSG00000266174.1_MIR4666A	0	0	0
ENSG00000181201.3_HIST3H2BA	1	1	0
ENSG00000279306.1_RP5-915N17.11	8	4	12
ENSG00000168159.11_RNF187	4491	4629	4124
ENSG00000215811.6_BTNL10	0	1	1
ENSG00000202056.1_RNA5SP19	0	0	0
ENSG00000251823.2_RNA5SP162	0	0	0
ENSG00000199352.1_RNA5S1	0	0	0
ENSG00000201588.1_RNA5S2	0	0	0
ENSG00000199337.1_RNA5S3	0	0	0
ENSG00000200381.1_RNA5S4	0	0	0
ENSG00000199396.1_RNA5S5	0	0	0
ENSG00000200624.1_RNA5S6	0	0	0
ENSG00000202521.1_RNA5S7	0	0	0
ENSG00000200343.1_RNA5S8	0	0	0
ENSG00000201321.1_RNA5S9	0	0	0
ENSG00000199910.1_RNA5S10	0	0	0
ENSG00000199334.1_RNA5S11	0	0	0
ENSG00000199270.1_RNA5S12	0	0	0
ENSG00000202526.1_RNA5S13	0	0	0
ENSG00000201355.1_RNA5S14	0	0	0
ENSG00000201925.1_RNA5S15	0	0	0
ENSG00000202257.1_RNA5S16	0	0	0
ENSG00000200370.1_RNA5S17	0	0	0
ENSG00000212237.1_RNA5SP18	0	0	1
ENSG00000183929.7_DUSP5P1	25	4	22
ENSG00000206878.1_SNORA51	1	0	0
ENSG00000234975.6_FTH1P2	52	17	43
ENSG00000116574.5_RHOU	2112	677	1558
ENSG00000271475.1_RP4-799G3.1	0	1	0
ENSG00000271399.1_RP4-799G3.2	0	1	0
ENSG00000282111.1_RP5-1065P14.3	0	0	0
ENSG00000229840.2_ISCA1P2	0	0	0
ENSG00000236975.1_RP5-1065P14.2	3	0	0
ENSG00000233920.1_RP5-1061H20.5	2	1	0
ENSG00000177800.2_TMEM78	3	0	2
ENSG00000177788.5_RP5-1061H20.4	4	10	1
ENSG00000240524.2_RP5-1061H20.3	1	2	0
ENSG00000168118.11_RAB4A	2145	1369	1597
ENSG00000237481.1_RP4-803J11.2	6	3	0
ENSG00000154429.10_CCSAP	617	150	1255
ENSG00000252506.1_RNU6-180P	0	0	1
ENSG00000252051.1_RN7SKP276	0	2	2
ENSG00000230331.1_RP5-1068B5.1	0	1	0
ENSG00000143632.14_ACTA1	893	665422	551
ENSG00000069248.11_NUP133	2765	2143	3364
ENSG00000223635.1_RP4-613A2.1	0	0	0
ENSG00000135776.4_ABCB10	1094	512	1251
ENSG00000199672.1_RNU4-21P	3	0	3
ENSG00000201492.1_RNA5SP78	2	2	0
ENSG00000229367.1_HMGN2P19	9	4	25
ENSG00000135801.9_TAF5L	1470	771	2460
ENSG00000135763.9_URB2	394	399	312
ENSG00000213028.3_RP11-108F13.2	0	1	0
ENSG00000225984.1_HMGB1P26	0	0	0
ENSG00000227043.1_LINC01682	0	0	1
ENSG00000228058.1_LINC01736	2	0	0
ENSG00000143641.9_GALNT2	3396	6777	2613
ENSG00000227006.1_RP5-956O18.2	21	30	32
ENSG00000177614.10_PGBD5	41	72	12
ENSG00000282564.1_RP4-553F17.1	0	1	0
ENSG00000232964.2_LINC01737	0	0	0
ENSG00000235817.2_RP11-543E8.2	0	0	0
ENSG00000135775.13_COG2	1064	561	698
ENSG00000135744.7_AGT	1485	1329	765
ENSG00000135773.12_CAPN9	16	18	0
ENSG00000244137.1_RP11-99J16__A.2	0	4	2
ENSG00000202063.1_RNA5SP79	0	1	0
ENSG00000225656.1_RP5-858B6.1	0	2	0
ENSG00000119280.16_C1orf198	6533	12036	7938
ENSG00000223393.1_RP5-858B6.3	9	23	1
ENSG00000240502.2_RN7SL837P	0	0	1
ENSG00000143643.12_TTC13	922	616	610
ENSG00000173409.13_ARV1	505	421	302
ENSG00000182118.7_FAM89A	878	106	337
ENSG00000227934.1_RP11-423F24.3	13	3	3
ENSG00000229595.1_RP5-1097F14.1	1	0	0
ENSG00000119283.15_TRIM67	30	7	0
ENSG00000235710.4_RP5-1097F14.3	0	0	0
ENSG00000143633.12_C1orf131	813	460	581
ENSG00000116906.11_GNPAT	1554	4065	1289
ENSG00000222407.1_RNA5SP80	0	0	0
ENSG00000116903.7_EXOC8	792	1174	584
ENSG00000010072.15_SPRTN	459	538	305
ENSG00000135766.8_EGLN1	4669	64572	5567
ENSG00000223982.3_SNRPD2P2	0	1	0
ENSG00000233461.5_RP11-295G20.2	40	67	14
ENSG00000116918.13_TSNAX	2096	5823	1990
ENSG00000229228.1_LINC00582	0	2	0
ENSG00000162946.21_DISC1	944	671	309
ENSG00000222986.1_RNU5A-5P	0	0	0
ENSG00000274121.1_DISC2	0	0	0
ENSG00000226758.1_DISC1-IT1	2	1	0
ENSG00000235152.1_RP5-865N13.2	0	0	0
ENSG00000236372.1_RP5-865N13.1	0	0	0
ENSG00000224436.1_RP11-284L19.1	0	0	0
ENSG00000242794.2_RN7SL299P	0	0	0
ENSG00000116991.10_SIPA1L2	3904	4540	920
ENSG00000238382.1_RNU6-1211P	0	0	0
ENSG00000225919.1_LINC01745	0	0	0
ENSG00000236497.1_LINC01744	0	0	0
ENSG00000212916.4_MAP10	112	189	20
ENSG00000206835.1_RNU1-74P	0	0	0
ENSG00000232175.1_RP4-659I19.1	0	0	2
ENSG00000135778.11_NTPCR	1052	1399	696
ENSG00000135749.18_PCNX2	1847	77	515
ENSG00000231940.1_RPS7P3	11	0	7
ENSG00000251508.1_RP5-862P8.3	0	0	0
ENSG00000143674.10_MAP3K21	135	10	27
ENSG00000252501.1_RNU4-77P	0	0	0
ENSG00000135750.14_KCNK1	237	13	99
ENSG00000265744.1_MIR4427	0	0	0
ENSG00000225486.1_RP11-301G21.1	0	0	4
ENSG00000183780.12_SLC35F3	30	7	10
ENSG00000236101.1_RAC1P7	0	0	0
ENSG00000233332.1_RP4-799P18.2	8	0	0
ENSG00000231272.1_RP4-799P18.4	0	0	0
ENSG00000236244.1_RP4-799P18.3	0	0	0
ENSG00000232166.1_RP4-799P18.5	0	0	0
ENSG00000264377.1_MIR4671	0	0	0
ENSG00000235605.1_RP5-827C21.1	6	3	7
ENSG00000236358.1_RP5-827C21.2	2	0	0
ENSG00000273367.1_RP5-827C21.6	6	0	0
ENSG00000231663.1_RP5-827C21.4	101	126	138
ENSG00000168275.14_COA6	233	638	155
ENSG00000059588.9_TARBP1	2223	1134	579
ENSG00000231768.1_LINC01354	143	21	87
ENSG00000230404.1_RP5-855F14.2	0	0	2
ENSG00000212144.1_U8	0	0	0
ENSG00000168264.10_IRF2BP2	4136	2821	5408
ENSG00000224939.1_LINC00184	2	2	0
ENSG00000272362.1_RP4-781K5.9	3	0	0
ENSG00000228044.2_RP4-781K5.4	5	0	0
ENSG00000241475.1_RP4-781K5.5	0	2	0
ENSG00000230628.1_RP4-781K5.6	11	0	0
ENSG00000282097.1_RP4-781K5.7	8	0	3
ENSG00000227630.2_LINC01132	2	6	2
ENSG00000279261.2_RP11-400F1.1	0	0	0
ENSG00000201638.2_RNY4P16	0	0	0
ENSG00000239690.3_RN7SL668P	0	0	0
ENSG00000237520.1_RP11-443B7.2	1	0	0
ENSG00000238005.2_RP11-443B7.1	8	3	2
ENSG00000258082.1_RP11-443B7.3	2	0	4
ENSG00000280587.1_LINC01348	27	6	24
ENSG00000233018.1_RP4-597N16.1	1	0	0
ENSG00000273416.1_RP4-597N16.4	2	1	1
ENSG00000173726.10_TOMM20	10941	7497	12890
ENSG00000207181.1_SNORA14B	0	0	1
ENSG00000188739.14_RBM34	8	27	24
ENSG00000054267.21_ARID4B	2847	1136	3247
ENSG00000263439.1_MIR4753	0	0	0
ENSG00000236863.2_RPL23AP23	0	0	0
ENSG00000152904.11_GGPS1	833	363	555
ENSG00000227962.1_RP11-382D8.3	0	0	3
ENSG00000230026.2_RP11-382D8.5	2	0	0
ENSG00000116957.12_TBCE	910	792	1002
ENSG00000229795.2_RPS21P1	3	1	1
ENSG00000162885.12_B3GALNT2	493	643	1056
ENSG00000238236.1_MTCYBP14	0	0	0
ENSG00000235638.1_MTND6P14	0	0	0
ENSG00000231199.2_MTND5P19	0	0	0
ENSG00000226663.2_MTND4P10	0	0	0
ENSG00000231582.2_MTND4LP21	0	2	0
ENSG00000232714.1_MTND3P8	0	0	0
ENSG00000235761.2_MTCO3P46	0	0	0
ENSG00000168243.10_GNG4	16	3	12
ENSG00000270710.1_RP11-293G6__B.8	0	0	0
ENSG00000227236.2_RP11-365D9.1	0	1	1
ENSG00000143669.13_LYST	3490	689	3206
ENSG00000235674.2_LDHAP2	17	9	12
ENSG00000229463.2_LYST-AS1	8	0	1
ENSG00000222831.1_MIR1537	0	0	0
ENSG00000206803.1_RNU6-968P	0	0	0
ENSG00000237845.1_RP5-940F7.2	0	0	0
ENSG00000229291.1_RP4-580N22.2	0	0	3
ENSG00000116962.14_NID1	41083	4582	20917
ENSG00000252822.1_Y_RNA	0	0	0
ENSG00000235371.1_RP4-764D2.1	0	1	2
ENSG00000077585.13_GPR137B	1152	50	298
ENSG00000086619.13_ERO1B	1339	610	1371
ENSG00000222650.1_RNU2-70P	1	0	0
ENSG00000237922.1_RP11-478H16.1	1	0	0
ENSG00000186197.13_EDARADD	21	0	17
ENSG00000116977.18_LGALS8	3106	590	1551
ENSG00000223776.5_LGALS8-AS1	2	4	0
ENSG00000273058.2_RP11-385F5.5	114	37	86
ENSG00000230325.1_RP11-385F5.4	75	10	42
ENSG00000119285.10_HEATR1	2058	644	1634
ENSG00000077522.12_ACTN2	119	178677	965
ENSG00000116984.12_MTR	9530	5104	9669
ENSG00000226498.2_RPSAP21	0	0	1
ENSG00000237991.3_RPL35P1	15	17	17
ENSG00000244020.2_MT1HL1	2	2	1
ENSG00000198626.15_RYR2	306	15	5717
ENSG00000252396.1_RN7SKP195	0	0	0
ENSG00000266262.1_MIR4428	0	0	0
ENSG00000252290.1_SNORA25	0	0	0
ENSG00000237250.3_RP11-193H5.1	0	0	0
ENSG00000116996.9_ZP4	1	0	0
ENSG00000283174.1_RP11-193H5.9	0	0	0
ENSG00000283166.1_RP11-193H5.8	0	1	0
ENSG00000283377.1_RP11-193H5.7	0	0	0
ENSG00000270188.1_MTRNR2L11	0	0	0
ENSG00000232154.2_MTCYBP15	0	0	0
ENSG00000225723.1_MTND6P15	0	0	0
ENSG00000227860.1_MTND5P18	0	0	0
ENSG00000230019.1_YWHAQP9	0	0	0
ENSG00000232989.1_RP11-136B18.1	0	0	0
ENSG00000234464.1_RP11-136B18.2	0	0	0
ENSG00000252371.1_RNU6-725P	0	0	0
ENSG00000215808.2_LINC01139	42	6	174
ENSG00000231877.1_RP11-177F15.1	0	0	0
ENSG00000215149.3_KRT18P32	0	0	0
ENSG00000224783.1_MIPEPP2	0	0	0
ENSG00000227854.1_RP11-307O1.1	0	1	1
ENSG00000259776.1_RP11-544D21.2	0	0	1
ENSG00000133019.11_CHRM3	132	8	29
ENSG00000233355.6_CHRM3-AS2	23	6	38
ENSG00000234601.1_CHRM3-AS1	1	0	0
ENSG00000231979.1_RP11-35L17.3	0	0	0
ENSG00000215805.3_RP11-438O11.1	0	0	0
ENSG00000217327.3_RPS7P5	0	0	0
ENSG00000155816.19_FMN2	60	0	7
ENSG00000228818.1_RP11-567G24.1	6	18	2
ENSG00000202041.1_Y_RNA	0	0	0
ENSG00000223694.1_ADH5P3	0	0	2
ENSG00000233735.5_RP11-567G24.3	0	0	0
ENSG00000252317.1_Y_RNA	0	0	0
ENSG00000233519.1_RP11-177F11.1	0	0	0
ENSG00000180875.4_GREM2	403	8	23
ENSG00000224359.2_RP11-467I20.2	0	0	0
ENSG00000226014.1_RP11-467I20.4	0	0	0
ENSG00000231440.1_RP11-467I20.6	0	0	0
ENSG00000228844.1_RP11-467I20.3	0	0	0
ENSG00000251750.1_RNU5F-8P	0	0	0
ENSG00000234872.2_RP11-467I20.5	0	0	0
ENSG00000199241.1_Y_RNA	0	0	0
ENSG00000230015.3_RP11-80B9.4	0	0	0
ENSG00000226919.1_RP11-80B9.1	0	0	0
ENSG00000223963.2_THAP12P8	0	0	0
ENSG00000182901.16_RGS7	37	0	0
ENSG00000215802.3_RFKP1	0	0	0
ENSG00000233615.1_HNRNPA1P42	1	1	0
ENSG00000238085.1_RP11-435F13.2	0	3	3
ENSG00000265831.1_MIR3123	0	0	0
ENSG00000224348.2_RP11-306K13.1	0	0	0
ENSG00000225554.1_RP11-527D7.1	11	0	0
ENSG00000091483.6_FH	2011	3342	1356
ENSG00000117009.11_KMO	44	5	4
ENSG00000054277.13_OPN3	48	13	29
ENSG00000203668.2_CHML	649	346	675
ENSG00000162843.17_WDR64	12	0	5
ENSG00000229022.1_RP11-553N16.1	1	0	0
ENSG00000174371.16_EXO1	2	2	2
ENSG00000235990.2_RPL23AP20	0	0	0
ENSG00000196289.7_BECN2	6	0	0
ENSG00000213026.4_CFL1P4	1	0	0
ENSG00000197769.5_MAP1LC3C	503	242	104
ENSG00000224625.2_TUBB8P6	0	0	0
ENSG00000277099.1_FAM166AP1	0	0	0
ENSG00000180287.16_PLD5	22	22	98
ENSG00000272865.1_RP11-561I11.4	0	0	1
ENSG00000252084.1_RN7SKP12	0	0	0
ENSG00000224525.2_RP11-561I11.3	8	0	0
ENSG00000226750.1_RP11-513D4.3	0	0	0
ENSG00000235467.1_RPL10AP5	0	0	0
ENSG00000213690.3_RP11-513D4.1	0	0	0
ENSG00000270859.1_RP11-435I3.1	0	0	0
ENSG00000215800.2_RSL24D1P4	0	0	0
ENSG00000270818.1_RP11-498M14.1	0	0	0
ENSG00000277704.1_RP11-498M14.2	0	0	0
ENSG00000230199.1_RP11-331N16.1	0	0	0
ENSG00000234116.1_RP11-261C10.1	0	0	0
ENSG00000231512.5_LINC01347	1	0	0
ENSG00000282831.1_SEPT14P21	0	0	0
ENSG00000278455.1_RP11-261C10.8	0	0	0
ENSG00000253326.2_RP11-261C10.7	53	8	12
ENSG00000214837.8_LINC01347	102	42	47
ENSG00000212230.1_RNU6-747P	0	0	0
ENSG00000143702.15_CEP170	2158	546	1152
ENSG00000227230.1_RP11-261C10.5	21	3	4
ENSG00000232085.1_RP11-261C10.4	0	0	0
ENSG00000054282.15_SDCCAG8	1265	672	1065
ENSG00000224727.1_FCF1P7	0	2	4
ENSG00000265201.1_MIR4677	0	0	0
ENSG00000117020.16_AKT3	5231	1484	7775
ENSG00000236031.1_RP11-269F20.1	32	3	24
ENSG00000226766.1_FABP7P1	3	0	2
ENSG00000232184.1_RP11-370K11.1	5	0	1
ENSG00000228939.1_AKT3-IT1	1	0	3
ENSG00000226828.1_RP11-278H7.1	0	0	0
ENSG00000179456.10_ZBTB18	868	2744	978
ENSG00000279774.1_RP11-278H7.5	2	0	0
ENSG00000229960.1_RP11-278H7.4	1	0	0
ENSG00000244066.3_RN7SL148P	0	0	0
ENSG00000237759.1_RP11-278H7.3	0	0	0
ENSG00000173728.10_C1orf100	10	0	4
ENSG00000240963.1_RP11-518L10.5	0	0	0
ENSG00000225401.2_TGIF2P1	3	2	0
ENSG00000035687.9_ADSS	2307	857	1918
ENSG00000179397.17_C1orf101	213	52	72
ENSG00000227735.1_CYCSP5	0	0	0
ENSG00000121644.18_DESI2	2182	1629	1884
ENSG00000232059.3_RP11-173A6.2	5	4	4
ENSG00000284188.1_RP11-173A6.4	0	1	0
ENSG00000282317.1_RP11-173A6.3	0	0	0
ENSG00000203667.9_COX20	18	28	57
ENSG00000153187.18_HNRNPU	15380	13186	19240
ENSG00000273175.1_RP11-11N7.4	15	38	6
ENSG00000201758.1_RN7SKP55	0	0	0
ENSG00000252073.1_RNU6-947P	0	0	0
ENSG00000272195.1_RP11-156E8.1	59	170	73
ENSG00000203666.12_EFCAB2	517	532	788
ENSG00000252282.1_RNU6-1089P	0	0	0
ENSG00000251754.1_RNU6-999P	0	0	0
ENSG00000201170.1_RNU1-132P	0	1	3
ENSG00000162849.15_KIF26B	110	21	59
ENSG00000232192.1_RP11-62I21.1	0	0	0
ENSG00000232793.2_DNAJC19P8	0	0	0
ENSG00000238224.1_RP11-522M21.2	0	0	0
ENSG00000231612.1_RP11-522M21.3	0	0	2
ENSG00000185420.18_SMYD3	504	273	151
ENSG00000235096.2_RP11-83A16.1	0	0	0
ENSG00000226876.2_RP11-36N20.1	0	0	0
ENSG00000225222.2_CHCHD4P5	0	0	0
ENSG00000202184.1_RNU6-1283P	0	0	0
ENSG00000230184.1_SMYD3-IT1	0	0	0
ENSG00000207326.1_Y_RNA	0	0	0
ENSG00000227728.2_RP11-690C23.4	0	0	0
ENSG00000242042.1_LINC01743	0	0	0
ENSG00000230813.1_RP11-690C23.5	0	0	0
ENSG00000229112.1_RP11-690C23.3	0	0	0
ENSG00000162851.7_TFB2M	461	634	285
ENSG00000162852.13_CNST	1967	3302	2322
ENSG00000225300.1_RP11-1086F11.1	1	1	4
ENSG00000228955.2_RP11-452J6.2	5	4	2
ENSG00000260698.1_RP11-439E19.9	32	18	13
ENSG00000235021.1_RP11-439E19.7	0	11	4
ENSG00000143653.9_SCCPDH	1460	1696	1124
ENSG00000228879.1_RP11-439E19.6	1	0	1
ENSG00000223519.7_KIF28P	10	2	5
ENSG00000260855.1_RP11-439E19.10	159	107	122
ENSG00000227953.6_LINC01341	57	57	34
ENSG00000235386.1_RP11-397A15.4	0	0	0
ENSG00000252011.1_SNORA25	0	0	0
ENSG00000153207.14_AHCTF1	9071	2361	6158
ENSG00000197472.14_ZNF695	2	0	7
ENSG00000236775.1_RP11-551G24.3	0	0	0
ENSG00000277462.1_ZNF670	195	46	206
ENSG00000215796.3_RP11-551G24.2	11	0	2
ENSG00000228982.1_RP11-107G24.3	0	0	0
ENSG00000188295.14_ZNF669	149	138	117
ENSG00000221953.5_C1orf229	27	20	17
ENSG00000226164.2_FGFR3P6	0	0	0
ENSG00000196418.12_ZNF124	185	62	106
ENSG00000224014.1_RP11-488L18.6	3	3	0
ENSG00000215795.2_RP11-488L18.3	20	6	2
ENSG00000259865.1_RP11-488L18.10	358	60	160
ENSG00000227671.4_RP11-488L18.4	1296	162	676
ENSG00000252516.1_RNA5SP82	7	1	0
ENSG00000232347.1_RP11-488L18.8	31	3	33
ENSG00000214144.3_RP11-488L18.1	6	4	6
ENSG00000235818.3_VN1R17P	2	0	0
ENSG00000197617.7_VN1R5	0	0	3
ENSG00000202079.1_Y_RNA	0	1	0
ENSG00000162714.12_ZNF496	3667	2310	2667
ENSG00000162711.16_NLRP3	385	131	291
ENSG00000177535.7_OR2B11	0	0	0
ENSG00000203664.6_OR2W5	0	0	0
ENSG00000169224.12_GCSAML	159	4	4
ENSG00000227135.1_GCSAML-AS1	2	0	0
ENSG00000196242.7_OR2C3	0	0	0
ENSG00000236817.5_RP11-978I15.10	0	0	0
ENSG00000177489.1_OR2G2	0	0	0
ENSG00000177476.3_OR2G3	0	0	0
ENSG00000283369.1_U6	0	0	0
ENSG00000198452.6_OR14L1P	0	0	0
ENSG00000235749.2_RP11-634B7.4	5	0	1
ENSG00000230411.1_OR3D1P	0	0	0
ENSG00000197437.3_OR13G1	0	0	0
ENSG00000239395.1_RP11-634B7.5	0	0	0
ENSG00000169214.3_OR6F1	0	0	0
ENSG00000241128.1_OR14A2	0	0	0
ENSG00000153230.4_OR14K1	2	0	0
ENSG00000221888.3_OR1C1	1	0	0
ENSG00000228336.1_OR9H1P	0	0	0
ENSG00000196772.3_OR14A16	0	0	0
ENSG00000232908.3_HSD17B7P1	0	0	0
ENSG00000230576.1_OR6R1P	0	0	0
ENSG00000197591.3_OR11L1	0	0	0
ENSG00000162722.8_TRIM58	14	6	10
ENSG00000238243.3_OR2W3	5	0	7
ENSG00000177462.6_OR2T8	0	0	0
ENSG00000177275.3_OR2AJ1	0	0	0
ENSG00000226191.3_CLK3P2	0	0	0
ENSG00000224830.2_OR2X1P	0	0	0
ENSG00000279263.1_OR2L8	0	0	0
ENSG00000187080.8_OR2AK2	0	0	0
ENSG00000237492.1_OR2L9P	0	0	0
ENSG00000224227.2_OR2L1P	4	0	0
ENSG00000199442.1_Y_RNA	0	0	0
ENSG00000232215.2_OR2L6P	0	0	0
ENSG00000197454.1_OR2L5	0	0	0
ENSG00000200085.1_Y_RNA	0	0	0
ENSG00000203663.3_OR2L2	0	0	0
ENSG00000200982.1_Y_RNA	0	0	0
ENSG00000198128.3_OR2L3	0	0	0
ENSG00000197067.5_OR2T32P	0	0	0
ENSG00000196071.4_OR2L13	0	0	0
ENSG00000177233.2_OR2M1P	0	0	0
ENSG00000162727.3_OR2M5	0	0	0
ENSG00000198601.2_OR2M2	0	0	0
ENSG00000228198.2_OR2M3	0	0	0
ENSG00000171180.1_OR2M4	0	0	0
ENSG00000177212.3_OR2T33	0	0	0
ENSG00000177201.1_OR2T12	0	0	0
ENSG00000177186.3_OR2M7	0	0	0
ENSG00000177174.1_OR14C36	0	0	0
ENSG00000196944.3_OR2T4	0	0	0
ENSG00000198104.2_OR2T6	0	0	0
ENSG00000175143.3_OR2T1	0	0	0
ENSG00000227152.5_OR2T7	0	0	0
ENSG00000196240.3_OR2T2	0	0	0
ENSG00000196539.3_OR2T3	0	0	0
ENSG00000229255.1_RP11-407H12.8	0	0	0
ENSG00000203661.3_OR2T5	0	0	0
ENSG00000271934.1_OR2AS2P	0	0	0
ENSG00000188558.5_OR2G6	0	0	0
ENSG00000224521.1_RP11-438F14.3	0	0	0
ENSG00000227102.2_OR2AS1P	0	0	0
ENSG00000182783.4_OR2T29	0	0	0
ENSG00000183310.3_OR2T34	0	0	1
ENSG00000184022.3_OR2T10	0	0	0
ENSG00000201602.1_Y_RNA	0	0	0
ENSG00000271701.1_RP11-438F14.10	0	0	0
ENSG00000279301.3_OR2T11	0	0	0
ENSG00000177151.3_OR2T35	0	0	0
ENSG00000187701.3_OR2T27	0	0	0
ENSG00000189181.4_OR14I1	0	0	0
ENSG00000229703.6_XX-CR54.1	0	0	0
ENSG00000276520.1_WI2-2118C23.2	0	0	0
ENSG00000259823.5_LYPD8	15	4	11
ENSG00000229663.1_AL672296.1	6	0	0
ENSG00000175137.10_SH3BP5L	974	642	595
ENSG00000171161.12_ZNF672	1559	1332	1759
ENSG00000171163.15_ZNF692	889	209	641
ENSG00000227237.1_AL672294.1	0	0	0
ENSG00000185220.11_PGBD2	159	14	68
ENSG00000200495.1_RNU6-1205P	1	0	0
ENSG00000233084.2_RPL23AP25	3	0	5
ENSG00000184731.5_FAM110C	140	6	131
ENSG00000227061.1_AC079779.7	0	0	0
ENSG00000035115.21_SH3YL1	1292	226	825
ENSG00000143727.15_ACP1	3414	2205	3577
ENSG00000189292.15_ALKAL2	2733	5	955
ENSG00000228643.1_AC079779.4	5	0	1
ENSG00000235779.7_AC079779.5	2	0	0
ENSG00000277997.1_RP11-356M6.1	0	0	0
ENSG00000233684.2_LINC01865	0	0	0
ENSG00000236856.1_AC105393.1	0	0	0
ENSG00000226277.1_AC105393.2	3	0	0
ENSG00000223985.1_LINC01874	2	0	0
ENSG00000284452.1_RP11-625N16.1	0	0	0
ENSG00000225942.1_LINC01875	0	0	0
ENSG00000233633.1_AC093326.3	1	0	0
ENSG00000151353.14_TMEM18	1024	1100	934
ENSG00000233296.1_AC092159.2	1	2	13
ENSG00000280360.1_RP11-455F15.1	2	0	0
ENSG00000233970.1_AC092159.3	0	0	43
ENSG00000227713.1_AC116609.1	0	0	0
ENSG00000272342.1_LINC01115	0	0	0
ENSG00000231173.1_AC116609.3	0	0	0
ENSG00000223751.1_AC116609.2	0	0	0
ENSG00000237667.5_LINC01115	0	0	0
ENSG00000228799.5_LINC01939	1	2	0
ENSG00000234796.1_AC113607.3	0	0	0
ENSG00000235688.2_AC116614.1	66	8	61
ENSG00000172554.11_SNTG2	220	26	130
ENSG00000235403.1_AC114808.3	0	0	0
ENSG00000236665.1_AC114808.2	2	0	0
ENSG00000233553.1_AC108462.1	0	0	3
ENSG00000115705.20_TPO	303	411	791
ENSG00000228613.1_AC144450.1	4	3	2
ENSG00000283766.1_AC141930.3	6	2	12
ENSG00000231482.2_AC141930.2	0	0	0
ENSG00000203635.2_AC144450.2	3	0	0
ENSG00000130508.10_PXDN	5947	760	2246
ENSG00000186487.17_MYT1L	9	3	29
ENSG00000284600.1_RP11-755H23.1	0	0	0
ENSG00000232057.1_AC093390.1	6	2	592
ENSG00000225619.1_MYT1L-AS1	0	0	0
ENSG00000234929.1_AC018685.1	0	0	0
ENSG00000227364.1_AC018685.2	0	0	0
ENSG00000237720.1_AC011995.1	0	0	0
ENSG00000228391.1_AC011995.3	0	0	0
ENSG00000234423.1_LINC01250	0	0	0
ENSG00000236760.1_AC019118.3	0	0	0
ENSG00000226649.1_AC019118.4	0	0	0
ENSG00000032389.12_TSSC1	273	262	170
ENSG00000224885.1_TSSC1-IT1	0	2	0
ENSG00000171853.15_TRAPPC12	1417	1007	1346
ENSG00000225234.1_TRAPPC12-AS1	12	4	6
ENSG00000271868.1_RP11-1293J14.1	2	2	3
ENSG00000182551.13_ADI1	2120	2590	5219
ENSG00000235078.1_AC142528.1	0	3	3
ENSG00000242282.6_AC108488.4	107	98	79
ENSG00000171865.9_RNASEH1	739	855	1032
ENSG00000234171.2_RNASEH1-AS1	74	41	84
ENSG00000171863.12_RPS7	22988	14255	23781
ENSG00000118004.17_COLEC11	63	65	56
ENSG00000237370.1_AC010907.2	2	0	0
ENSG00000188765.7_TMSB4XP2	4	3	7
ENSG00000151360.9_ALLC	4	9	0
ENSG00000232718.1_GAPDHP48	0	3	0
ENSG00000224661.1_AC010907.5	1	0	0
ENSG00000214866.8_DCDC2C	3	0	2
ENSG00000237401.6_LINC01304	0	1	0
ENSG00000229550.1_AC012445.1	0	0	0
ENSG00000231821.1_NPM1P48	0	0	0
ENSG00000231532.5_LINC01249	0	0	0
ENSG00000252238.1_SNORA31	0	0	0
ENSG00000207192.1_RNU6-649P	0	0	0
ENSG00000228585.1_AC073143.1	0	0	0
ENSG00000232835.1_AC107057.1	0	0	0
ENSG00000224128.1_LINC01248	0	1	0
ENSG00000230090.5_AC108025.2	0	0	0
ENSG00000176887.6_SOX11	4	6	0
ENSG00000242540.2_AC010729.1	0	0	0
ENSG00000236106.1_AC010729.2	0	0	0
ENSG00000237266.1_LINC01810	0	0	0
ENSG00000232044.6_LINC01105	2	0	0
ENSG00000276733.1_MIR7158	0	0	0
ENSG00000234275.1_AC017053.1	0	0	0
ENSG00000227007.1_LINC01247	0	0	0
ENSG00000231610.1_PIK3CDP1	0	0	0
ENSG00000226488.1_LINC01824	0	0	0
ENSG00000236172.6_MIR7515HG	0	0	0
ENSG00000205837.7_LINC00487	3	10	10
ENSG00000225964.5_NRIR	0	4	2
ENSG00000134326.11_CMPK2	133	131	64
ENSG00000134321.11_RSAD2	117	97	79
ENSG00000271947.1_RP11-439M11.1	2	3	0
ENSG00000228203.6_RNF144A-AS1	28	4	0
ENSG00000151692.14_RNF144A	2147	560	304
ENSG00000223884.5_AC019048.1	1	0	0
ENSG00000223145.1_RN7SKP112	0	0	0
ENSG00000272002.1_RP11-557L19.1	8	2	4
ENSG00000213774.3_AC010904.1	0	0	0
ENSG00000229727.6_AC013460.1	35	2	1
ENSG00000221255.1_RNU6ATAC37P	0	0	0
ENSG00000230515.1_AC092580.3	0	0	0
ENSG00000235576.1_LINC01871	4	1	5
ENSG00000232979.1_AC092580.2	0	0	1
ENSG00000229405.1_AC092580.1	0	0	0
ENSG00000226506.5_AC007463.2	0	0	0
ENSG00000235665.5_LINC00298	0	0	0
ENSG00000236790.5_LINC00299	6	1	0
ENSG00000229740.1_U91324.1	1	0	0
ENSG00000231435.1_AC011747.3	0	0	0
ENSG00000236008.1_LINC01814	4	0	3
